Fecha,ID_local,clave_producto,venta,venta_empleado
22-feb-19,4,pzz,4799,2520477
02-oct-19,3,pzz,1745,4245367
13-ene-20,4,brr,3294,4245367
21-oct-19,4,clz,1359,2630867
09-sep-19,1,clz,2132,9611338
16-may-19,2,clz,648,9922377
22-ago-19,1,qsd,4008,5942572
02-oct-19,3,brr,1117,6332756
11-ago-19,2,brr,685,6332756
25-feb-20,1,clz,5214,9922377
15-abr-19,2,clz,3488,6931035
01-ago-19,1,brr,4549,2520477
04-jun-19,1,clz,1407,3833745
13-feb-20,3,pzz,1582,2520477
05-may-19,4,pzz,1050,6931035
09-nov-19,4,pzz,5874,4245367
29-sep-19,4,brr,4587,5942572
03-abr-19,3,qsd,5628,6931035
30-dic-19,1,pzz,287,9922377
14-ago-19,4,qsd,5824,2630867
16-ago-19,3,pzz,1553,1111222
14-sep-19,4,qsd,4458,4245367
19-abr-19,3,qsd,4849,5942572
15-mar-19,2,clz,4618,4245367
28-feb-19,2,brr,2804,9611338
13-sep-19,2,pzz,1744,6931035
24-may-19,2,qsd,2252,9922377
28-ago-19,3,clz,5694,6332756
29-mar-19,2,clz,584,3833745
12-mar-19,3,qsd,3054,9611338
27-sep-19,1,clz,4336,2520477
15-mar-19,2,clz,5710,2520477
04-dic-19,1,clz,665,5942572
04-nov-19,4,brr,3834,6931035
24-mar-19,2,qsd,5428,2630867
21-mar-19,2,clz,1017,2310967
31-mar-19,1,brr,5425,5942572
31-ago-19,4,pzz,3549,1111222
04-may-19,3,clz,3767,2630867
21-feb-20,2,qsd,4216,2630867
03-ago-19,2,brr,1201,3833745
22-sep-19,4,qsd,2853,2310967
09-ene-20,3,qsd,2780,6332756
12-feb-20,3,pzz,1129,1111222
16-ago-19,2,clz,4263,3833745
02-mar-20,2,pzz,764,4245367
04-may-19,3,pzz,3099,4245367
21-sep-19,2,clz,3421,9611338
02-sep-19,3,clz,3479,5942572
13-dic-19,1,brr,2521,2630867
12-feb-19,1,qsd,1728,5942572
06-feb-19,1,qsd,5484,6931035
29-ene-20,1,clz,4653,2630867
23-ago-19,4,qsd,4212,5942572
06-abr-19,2,brr,5695,9611338
28-dic-19,2,qsd,4485,9611338
01-dic-19,3,clz,1279,4245367
14-jul-19,1,brr,2180,9611338
05-mar-19,4,pzz,4647,4245367
20-dic-19,1,clz,664,5942572
27-ago-19,4,pzz,4750,9922377
11-feb-20,1,brr,3321,9611338
10-oct-19,3,clz,1008,1111222
19-jun-19,2,clz,3344,9922377
19-sep-19,3,brr,351,4245367
18-nov-19,4,clz,5044,2520477
27-nov-19,2,pzz,4461,6931035
15-jun-19,3,brr,5793,3833745
30-jul-19,4,qsd,5849,5942572
14-ago-19,3,clz,1029,9611338
02-feb-20,4,pzz,5678,9922377
01-sep-19,3,clz,586,9922377
24-abr-19,3,qsd,2833,3833745
07-may-19,2,pzz,4847,1111222
12-may-19,2,brr,4295,6931035
24-ene-20,2,brr,5128,3833745
23-mar-19,1,brr,2757,6931035
04-mar-20,2,brr,3494,2630867
01-jul-19,1,brr,2704,9611338
16-nov-19,2,qsd,2304,5942572
29-may-19,3,pzz,4257,9922377
17-ago-19,1,brr,2883,9922377
13-jul-19,2,brr,5296,6931035
11-may-19,2,brr,757,2520477
21-mar-19,4,brr,5238,1111222
23-ago-19,1,brr,4146,1111222
15-jul-19,3,qsd,4181,5942572
14-feb-20,3,clz,5986,3833745
11-mar-19,4,brr,1684,2630867
02-oct-19,4,qsd,3300,6332756
30-may-19,3,pzz,5854,1111222
02-sep-19,3,brr,2458,6332756
12-oct-19,4,brr,2961,2520477
06-may-19,2,brr,352,3833745
15-mar-19,4,clz,3776,2630867
13-dic-19,2,brr,4867,6931035
17-ene-20,3,brr,1549,2520477
08-may-19,4,brr,3264,5942572
02-ene-20,2,clz,4575,2310967
15-oct-19,2,qsd,4942,9922377
12-jul-19,2,qsd,3056,9922377
14-dic-19,2,brr,2656,1111222
07-nov-19,1,qsd,3684,2630867
08-feb-19,1,clz,3813,5942572
22-oct-19,4,pzz,2666,9611338
22-nov-19,1,brr,5018,9611338
18-jul-19,4,pzz,4483,2630867
03-oct-19,4,qsd,4178,3833745
18-nov-19,1,pzz,2275,6931035
03-sep-19,3,pzz,4206,2310967
22-mar-19,4,pzz,714,3833745
14-jun-19,3,qsd,5499,9611338
08-abr-19,2,clz,2512,4245367
31-mar-19,1,pzz,5629,2520477
19-may-19,1,pzz,1400,9611338
16-mar-19,4,brr,1896,2630867
09-may-19,2,qsd,5854,9611338
31-jul-19,1,pzz,564,6931035
24-ago-19,1,qsd,3239,5942572
10-nov-19,4,clz,5672,5942572
21-mar-19,4,pzz,3542,2310967
07-dic-19,1,pzz,1835,1111222
21-abr-19,4,brr,3110,3833745
28-feb-20,3,clz,3318,5942572
13-ago-19,4,clz,4647,2520477
09-abr-19,3,clz,2891,5942572
17-ago-19,3,pzz,535,9611338
14-oct-19,1,qsd,4801,9922377
21-jun-19,1,pzz,5724,2630867
18-may-19,2,pzz,4832,4245367
29-ago-19,2,brr,2569,6931035
19-nov-19,2,pzz,2417,1111222
04-nov-19,3,pzz,605,4245367
10-oct-19,1,brr,5156,2630867
22-ago-19,2,qsd,1070,5942572
24-abr-19,2,pzz,3165,2630867
05-sep-19,4,brr,3803,3833745
08-mar-20,3,brr,1658,2630867
04-ago-19,1,brr,5798,9611338
11-nov-19,2,clz,2908,2310967
18-ago-19,4,clz,4598,2630867
18-ene-20,2,pzz,3435,9611338
22-jun-19,4,clz,462,6332756
08-feb-20,1,qsd,5873,6332756
09-mar-20,1,pzz,828,9611338
26-feb-19,4,pzz,4677,2630867
02-sep-19,1,clz,4410,1111222
27-may-19,4,brr,4513,1111222
30-mar-19,2,clz,620,2520477
18-ago-19,4,pzz,395,6931035
11-feb-19,4,brr,2559,5942572
22-mar-19,3,clz,5066,1111222
01-ene-20,1,pzz,1242,2310967
24-nov-19,2,clz,4284,9611338
25-oct-19,2,pzz,4567,2520477
07-dic-19,1,pzz,788,9922377
24-dic-19,4,clz,4512,9611338
05-mar-19,3,clz,1478,6931035
28-nov-19,1,pzz,4633,6332756
16-feb-19,2,brr,2987,4245367
25-may-19,1,clz,2403,6931035
27-nov-19,2,clz,1450,6332756
22-sep-19,1,clz,3436,2630867
08-oct-19,2,qsd,688,2310967
15-jul-19,3,brr,1654,2310967
18-jul-19,1,clz,3869,9611338
16-feb-19,4,qsd,335,2310967
08-mar-20,1,brr,3772,2630867
01-jun-19,4,clz,4709,3833745
03-jun-19,3,brr,1067,6332756
20-ene-20,3,brr,4024,5942572
19-ene-20,3,brr,4423,2520477
18-sep-19,3,pzz,1619,9922377
31-mar-19,3,brr,5935,2520477
14-feb-19,4,qsd,5591,9922377
14-ago-19,4,qsd,2136,6332756
07-abr-19,4,clz,945,2630867
26-nov-19,2,clz,1403,2630867
17-oct-19,3,qsd,3971,2520477
16-oct-19,3,brr,4051,1111222
27-ago-19,2,qsd,2678,3833745
05-dic-19,2,clz,3858,1111222
16-dic-19,1,qsd,291,2630867
21-jul-19,1,qsd,3049,5942572
01-mar-19,3,brr,5604,9922377
04-may-19,2,pzz,3150,3833745
09-ene-20,3,qsd,4773,5942572
10-oct-19,2,qsd,5411,5942572
26-dic-19,1,pzz,989,9611338
05-nov-19,4,qsd,3627,5942572
11-ene-20,2,clz,1925,2310967
22-oct-19,1,brr,5865,2310967
30-oct-19,4,qsd,1313,1111222
30-dic-19,2,clz,4748,9922377
14-ene-20,4,brr,3087,2630867
12-oct-19,2,qsd,4001,5942572
20-nov-19,2,pzz,1668,6332756
12-oct-19,2,clz,919,9611338
01-dic-19,3,qsd,2916,1111222
25-sep-19,2,clz,565,3833745
10-jun-19,4,clz,1340,5942572
21-may-19,1,pzz,4195,2630867
21-sep-19,4,clz,3384,4245367
22-abr-19,1,brr,4357,1111222
11-jun-19,4,clz,5438,3833745
23-jun-19,3,brr,5566,9922377
03-jun-19,1,clz,2528,9611338
15-ene-20,2,clz,3431,6931035
13-feb-19,3,clz,5462,6931035
20-nov-19,4,brr,5826,6931035
06-oct-19,1,brr,1980,2630867
09-oct-19,4,brr,2549,2520477
27-dic-19,1,brr,917,2310967
09-nov-19,3,brr,4548,2310967
01-oct-19,1,clz,5550,2630867
09-ago-19,2,clz,5847,9922377
15-abr-19,2,clz,3536,3833745
19-jul-19,4,pzz,4261,2310967
21-nov-19,1,brr,752,3833745
20-jun-19,1,clz,4685,6931035
18-jun-19,4,clz,5023,2520477
04-feb-19,4,clz,5950,4245367
01-feb-20,1,clz,4837,2520477
10-sep-19,4,clz,421,3833745
16-feb-20,3,clz,1172,1111222
02-abr-19,4,brr,3222,6332756
04-feb-19,3,clz,2920,9611338
05-abr-19,3,pzz,1383,4245367
18-sep-19,3,brr,5555,9611338
08-feb-20,3,pzz,4859,5942572
20-oct-19,4,pzz,3258,9922377
17-feb-20,4,clz,667,9922377
04-may-19,3,brr,830,9922377
18-feb-19,4,pzz,721,4245367
07-sep-19,4,qsd,1105,6332756
07-feb-20,2,brr,5093,9922377
22-abr-19,4,pzz,5539,1111222
12-mar-19,2,brr,4304,6332756
25-mar-19,2,brr,5268,6332756
09-abr-19,2,pzz,2021,6332756
11-jul-19,3,pzz,3929,9922377
31-mar-19,3,qsd,973,2520477
18-nov-19,3,pzz,3866,1111222
23-dic-19,1,clz,5816,4245367
29-nov-19,1,qsd,4346,6332756
01-nov-19,4,qsd,2117,2520477
13-mar-19,2,brr,2919,5942572
14-nov-19,4,clz,1832,9611338
18-may-19,2,brr,678,2520477
27-ene-20,4,qsd,783,6332756
05-ene-20,4,qsd,4990,6931035
07-sep-19,4,qsd,1835,2310967
16-dic-19,1,pzz,2907,2520477
03-nov-19,2,brr,1062,3833745
06-mar-19,1,clz,1659,9611338
01-jun-19,4,qsd,5619,2630867
06-mar-20,1,brr,1484,2630867
10-nov-19,4,qsd,1610,4245367
26-jul-19,1,pzz,2643,6931035
20-jul-19,1,clz,5118,6931035
13-may-19,1,pzz,714,2630867
27-feb-19,1,pzz,2917,1111222
27-feb-19,1,clz,5235,6931035
04-feb-20,3,qsd,4016,4245367
04-ago-19,2,qsd,4739,2630867
20-jun-19,1,brr,4251,6332756
30-may-19,4,pzz,2248,3833745
02-dic-19,4,brr,1368,5942572
14-feb-19,4,brr,1861,2520477
03-mar-19,4,qsd,5101,6931035
14-jul-19,3,brr,4560,3833745
04-oct-19,3,qsd,4654,5942572
05-ago-19,2,pzz,3689,6332756
27-feb-19,4,pzz,4968,6332756
26-jun-19,2,clz,3312,9611338
08-oct-19,3,brr,3155,9611338
29-sep-19,3,pzz,792,6332756
07-feb-20,1,brr,3868,5942572
15-nov-19,2,pzz,2853,1111222
17-nov-19,2,brr,2464,3833745
25-oct-19,4,clz,3561,6931035
30-jul-19,2,brr,1567,6332756
01-feb-20,3,qsd,2258,2310967
14-dic-19,1,brr,824,1111222
15-mar-19,3,qsd,404,4245367
15-oct-19,1,pzz,5386,6931035
09-jul-19,2,pzz,3712,2630867
18-jul-19,4,qsd,338,2310967
11-feb-19,3,pzz,2782,6332756
01-nov-19,1,brr,5601,6332756
05-sep-19,2,pzz,3880,6332756
27-feb-19,2,brr,353,2520477
27-ene-20,4,clz,2930,1111222
17-nov-19,1,pzz,948,5942572
15-feb-20,1,brr,5308,3833745
01-feb-20,2,clz,5765,2310967
07-feb-20,2,clz,1936,2630867
05-sep-19,2,clz,917,6332756
16-ene-20,1,qsd,1563,9611338
06-jul-19,3,qsd,5319,1111222
03-nov-19,4,clz,4891,6931035
04-nov-19,4,clz,3134,6931035
12-abr-19,2,brr,2918,9611338
15-ago-19,3,clz,4257,4245367
29-ene-20,4,pzz,4385,9922377
26-abr-19,3,qsd,887,2630867
20-sep-19,1,brr,5044,2630867
01-mar-19,2,brr,1347,6332756
18-ene-20,2,pzz,2962,6931035
10-mar-20,4,clz,1011,6332756
15-may-19,1,qsd,1296,1111222
03-mar-20,3,pzz,4981,9611338
02-dic-19,3,brr,4031,2630867
03-may-19,1,clz,2573,6931035
12-feb-20,1,qsd,3818,6931035
08-abr-19,2,pzz,5329,5942572
22-sep-19,3,qsd,2721,2520477
12-sep-19,2,pzz,5416,5942572
16-feb-20,4,qsd,5745,2630867
25-feb-19,2,brr,2893,2310967
08-feb-20,1,clz,2855,2520477
08-mar-20,4,clz,5803,3833745
18-feb-20,4,qsd,1509,2630867
22-ene-20,3,brr,3062,1111222
16-jun-19,4,qsd,2949,2520477
19-abr-19,4,brr,1632,2520477
03-mar-20,3,qsd,5337,3833745
07-abr-19,3,brr,2677,2310967
21-sep-19,2,brr,4154,9611338
23-jun-19,4,clz,695,2310967
24-jun-19,1,pzz,4441,2630867
13-ene-20,2,qsd,4726,3833745
19-may-19,2,pzz,4676,2520477
15-sep-19,4,brr,2825,9611338
22-may-19,3,brr,4146,6332756
19-ago-19,2,pzz,4637,3833745
19-jun-19,4,qsd,1607,2310967
04-jul-19,4,clz,4503,2310967
20-ene-20,3,clz,5982,2310967
09-ene-20,1,pzz,1000,9611338
31-ago-19,3,clz,2977,6332756
31-ene-20,1,clz,3203,6332756
03-mar-19,2,brr,1917,9922377
10-feb-20,4,qsd,2682,4245367
28-jul-19,2,clz,2162,5942572
24-may-19,1,pzz,4579,4245367
17-dic-19,4,clz,3242,2630867
03-mar-19,2,pzz,2302,3833745
08-dic-19,4,brr,2029,2310967
28-ene-20,4,brr,4801,2520477
14-sep-19,1,qsd,3583,9611338
19-sep-19,4,clz,3451,1111222
01-abr-19,3,clz,3054,2520477
27-sep-19,4,qsd,2229,2630867
17-mar-19,2,brr,350,2520477
25-oct-19,4,brr,5315,6332756
25-oct-19,3,pzz,1649,1111222
26-mar-19,2,clz,2623,5942572
11-abr-19,3,pzz,2443,4245367
12-may-19,3,brr,5534,6332756
20-oct-19,3,brr,5142,3833745
26-nov-19,2,pzz,1353,6332756
01-abr-19,3,brr,4656,2520477
30-oct-19,2,qsd,1198,6332756
27-nov-19,4,clz,4562,9611338
09-dic-19,3,brr,3677,2310967
20-ago-19,3,qsd,2460,3833745
12-abr-19,4,clz,2703,4245367
29-may-19,2,qsd,5766,2310967
14-ene-20,3,qsd,3620,6332756
27-jun-19,1,qsd,4196,2630867
14-nov-19,1,pzz,3821,9922377
01-oct-19,3,pzz,4510,4245367
02-mar-19,2,brr,522,9611338
31-jul-19,3,pzz,1581,2630867
09-oct-19,1,brr,1021,1111222
14-mar-19,3,clz,4257,6332756
23-mar-19,1,qsd,2482,2310967
27-feb-20,4,clz,5863,2520477
05-jul-19,3,clz,630,1111222
19-ene-20,2,pzz,1045,6332756
11-may-19,4,clz,2646,5942572
31-ago-19,2,qsd,5960,3833745
03-sep-19,4,brr,5827,6931035
16-jun-19,2,brr,2515,6332756
12-feb-20,4,clz,670,5942572
18-nov-19,2,pzz,3564,2520477
05-ene-20,2,clz,3166,9611338
19-jun-19,1,qsd,5888,2520477
28-nov-19,3,pzz,4680,9611338
16-abr-19,4,qsd,2373,6931035
21-mar-19,1,brr,4675,1111222
03-jun-19,3,qsd,5415,6332756
25-mar-19,2,brr,5072,6931035
27-abr-19,3,clz,1809,1111222
27-may-19,4,pzz,3283,1111222
10-sep-19,3,brr,4834,2520477
25-abr-19,2,pzz,4820,4245367
21-ago-19,2,pzz,5996,6332756
29-jul-19,4,brr,730,2310967
28-oct-19,4,brr,5967,1111222
03-may-19,1,brr,1532,2520477
17-sep-19,3,clz,3151,1111222
10-jul-19,4,qsd,3938,4245367
21-abr-19,1,clz,1860,6332756
21-feb-20,1,qsd,5614,9922377
28-abr-19,1,pzz,1350,9611338
19-jun-19,2,clz,1201,2630867
31-may-19,2,qsd,1265,9611338
29-oct-19,2,pzz,1150,9922377
01-dic-19,4,clz,675,5942572
21-jul-19,3,brr,1194,2310967
29-abr-19,1,clz,5565,2310967
15-mar-19,2,pzz,2936,3833745
15-feb-20,2,qsd,2207,5942572
10-nov-19,2,qsd,313,2520477
18-abr-19,4,pzz,396,5942572
14-jul-19,3,pzz,2441,2310967
23-dic-19,3,qsd,2932,2520477
19-dic-19,1,pzz,1090,2310967
30-may-19,1,pzz,4915,2520477
26-oct-19,2,brr,1922,9922377
30-oct-19,3,clz,5393,9611338
13-ene-20,1,clz,5471,6931035
09-may-19,4,clz,5819,6931035
10-dic-19,2,qsd,2804,5942572
28-dic-19,3,pzz,1773,9611338
01-ene-20,2,clz,981,6931035
05-ago-19,3,clz,3171,2310967
19-sep-19,2,pzz,388,2520477
28-mar-19,1,pzz,5227,9922377
25-oct-19,3,pzz,5575,9611338
02-jul-19,2,pzz,3716,5942572
22-mar-19,2,pzz,1682,4245367
08-ene-20,1,brr,3854,2630867
30-dic-19,3,brr,3895,9922377
15-jul-19,3,brr,2556,2520477
01-ago-19,3,qsd,3997,6332756
06-jun-19,4,brr,5560,2520477
23-jun-19,2,brr,2133,6931035
01-dic-19,3,brr,5985,1111222
03-dic-19,1,clz,1173,6931035
07-oct-19,1,pzz,2723,5942572
08-oct-19,4,pzz,4600,2310967
10-abr-19,2,pzz,550,2310967
07-ene-20,3,pzz,313,2630867
03-jun-19,3,clz,2892,4245367
18-ago-19,3,qsd,1411,2520477
20-jun-19,1,qsd,4429,6931035
07-feb-20,2,clz,4280,3833745
27-jun-19,4,pzz,4054,2310967
07-mar-20,2,brr,5669,3833745
20-sep-19,4,clz,3033,1111222
21-mar-19,1,qsd,5063,2310967
12-ago-19,1,clz,3349,1111222
05-ago-19,4,brr,966,3833745
16-jun-19,3,clz,1336,6332756
12-ago-19,1,pzz,5216,1111222
09-mar-20,2,clz,2491,3833745
03-jun-19,1,clz,972,2520477
24-sep-19,4,pzz,1658,6332756
11-jul-19,4,qsd,727,6332756
06-mar-19,3,pzz,1310,4245367
01-dic-19,3,pzz,716,9611338
10-ago-19,1,brr,2286,1111222
24-mar-19,4,clz,3559,5942572
10-jun-19,2,brr,3101,5942572
06-nov-19,3,brr,5350,4245367
29-feb-20,3,brr,5777,2630867
21-ene-20,1,pzz,4040,9922377
29-nov-19,3,brr,2353,1111222
31-may-19,4,qsd,5360,6332756
16-abr-19,3,brr,3332,4245367
27-jul-19,1,pzz,4177,6332756
08-feb-19,4,pzz,4933,6332756
09-jun-19,4,qsd,4122,3833745
04-dic-19,1,pzz,3769,6332756
06-feb-20,3,pzz,2631,6931035
12-feb-19,1,pzz,3179,4245367
07-may-19,4,qsd,5988,9922377
08-feb-20,3,pzz,254,6332756
20-mar-19,1,qsd,1186,2630867
05-mar-19,3,brr,2319,5942572
03-sep-19,4,qsd,5662,2630867
18-jun-19,1,clz,2873,2520477
13-jun-19,1,pzz,2336,1111222
03-nov-19,1,qsd,4792,2310967
12-jun-19,2,pzz,2250,4245367
01-jun-19,3,pzz,311,2310967
07-mar-20,2,brr,4197,2630867
29-mar-19,3,brr,950,9922377
28-sep-19,4,brr,867,9611338
24-abr-19,3,qsd,1947,6931035
06-oct-19,2,clz,3997,9611338
24-may-19,1,clz,1906,9611338
30-nov-19,1,qsd,801,3833745
21-may-19,2,qsd,4274,1111222
19-mar-19,1,brr,5406,9611338
16-feb-20,1,brr,1321,6931035
14-ene-20,4,clz,2779,2310967
06-feb-19,1,pzz,1421,9611338
17-mar-19,2,clz,5283,6332756
26-feb-20,4,pzz,1066,2310967
26-dic-19,1,qsd,3017,9611338
25-abr-19,4,qsd,550,9922377
06-nov-19,4,clz,4092,3833745
25-nov-19,4,clz,3312,5942572
11-oct-19,2,clz,4053,2520477
13-abr-19,2,brr,661,2630867
03-may-19,2,qsd,5772,5942572
14-ago-19,4,clz,3755,4245367
10-jul-19,3,pzz,5256,3833745
13-dic-19,3,brr,5211,6332756
27-sep-19,2,pzz,336,1111222
11-mar-19,3,clz,4091,6931035
31-ago-19,1,qsd,2743,9922377
20-jul-19,1,brr,2430,9611338
19-jun-19,1,clz,2480,2520477
12-ago-19,3,pzz,3508,1111222
14-feb-19,4,pzz,5670,9922377
28-nov-19,3,pzz,3696,6931035
16-sep-19,3,clz,3284,5942572
03-mar-20,4,qsd,2597,5942572
07-jul-19,1,qsd,3203,2310967
17-ene-20,2,clz,1076,2630867
11-feb-20,2,brr,2814,2310967
16-dic-19,4,brr,1687,9922377
22-nov-19,2,brr,5796,9611338
18-mar-19,3,qsd,5016,5942572
05-feb-19,3,qsd,2370,4245367
07-jul-19,3,clz,3163,6931035
19-jul-19,1,qsd,617,9922377
10-jul-19,1,pzz,2176,2310967
07-sep-19,3,brr,1120,6931035
24-jul-19,2,qsd,3642,1111222
10-abr-19,3,pzz,1504,9611338
23-nov-19,2,pzz,5552,9922377
21-ene-20,1,pzz,4986,9611338
18-may-19,1,pzz,5205,5942572
01-sep-19,3,brr,2172,1111222
23-may-19,4,pzz,3772,1111222
05-jun-19,3,qsd,5227,2310967
05-jun-19,4,brr,5554,2630867
17-ago-19,1,pzz,4854,5942572
05-abr-19,3,qsd,3653,5942572
17-jul-19,3,brr,439,4245367
09-feb-20,1,qsd,4810,1111222
18-dic-19,4,qsd,5587,9611338
08-mar-19,3,brr,3995,9611338
07-sep-19,3,pzz,548,2630867
26-ago-19,1,clz,2744,5942572
02-sep-19,1,clz,896,2310967
08-mar-20,4,clz,2807,4245367
24-sep-19,2,brr,4158,9922377
23-feb-20,3,clz,4231,3833745
18-dic-19,3,brr,3604,4245367
01-may-19,3,brr,3737,4245367
10-ene-20,4,clz,5346,6931035
26-dic-19,3,clz,1114,6332756
31-ago-19,2,qsd,4822,4245367
21-ago-19,4,clz,5276,9611338
17-sep-19,2,brr,3167,2520477
11-dic-19,1,clz,4640,2520477
20-jul-19,2,qsd,4666,6332756
03-jul-19,2,clz,3656,9611338
15-dic-19,3,qsd,2470,1111222
29-sep-19,2,qsd,1628,6931035
03-abr-19,3,clz,5406,9611338
16-abr-19,4,qsd,5015,9611338
02-mar-19,2,clz,1816,6931035
17-sep-19,2,qsd,1404,5942572
04-feb-19,2,qsd,5664,1111222
21-mar-19,4,qsd,4675,2310967
02-mar-19,4,pzz,3050,1111222
26-nov-19,2,clz,4415,4245367
02-dic-19,2,pzz,1072,6332756
10-feb-20,1,pzz,3562,2520477
19-abr-19,2,pzz,4173,3833745
24-feb-20,1,qsd,2851,2520477
29-ene-20,1,brr,1225,9611338
03-abr-19,4,qsd,945,9922377
30-mar-19,1,qsd,5127,6931035
09-sep-19,2,pzz,2542,5942572
10-jul-19,1,pzz,5440,3833745
30-sep-19,1,brr,4109,5942572
01-oct-19,4,pzz,3159,4245367
06-sep-19,2,clz,3429,2310967
08-ene-20,4,clz,1105,1111222
07-abr-19,3,brr,3563,6332756
16-abr-19,4,pzz,3669,2310967
20-dic-19,1,clz,555,6931035
25-dic-19,1,pzz,463,4245367
26-ago-19,2,brr,1840,1111222
11-may-19,3,brr,4290,4245367
10-ene-20,4,clz,1172,2310967
29-jun-19,1,clz,3565,2520477
03-feb-20,4,pzz,1822,5942572
23-feb-19,2,qsd,1679,2630867
06-sep-19,2,brr,5091,1111222
05-mar-19,4,qsd,2123,3833745
29-may-19,4,brr,2985,4245367
20-oct-19,2,brr,1847,6931035
09-feb-20,2,qsd,439,5942572
05-jun-19,4,clz,4754,6332756
15-oct-19,4,clz,1891,5942572
06-feb-20,2,pzz,5330,9922377
22-may-19,1,clz,1172,9922377
20-feb-20,4,clz,1185,9922377
28-abr-19,3,pzz,4586,4245367
09-may-19,4,clz,5842,2310967
09-may-19,4,pzz,3687,2310967
04-oct-19,3,qsd,1772,9611338
07-feb-20,3,brr,2064,5942572
24-ene-20,2,brr,1270,2520477
25-may-19,4,pzz,550,3833745
04-may-19,1,clz,274,6931035
24-jul-19,3,pzz,2347,2520477
04-feb-19,2,qsd,1369,6931035
19-nov-19,4,clz,4062,6931035
07-ago-19,4,qsd,5507,9922377
23-dic-19,1,clz,2572,4245367
17-jun-19,1,brr,5112,5942572
20-sep-19,4,qsd,4564,5942572
23-mar-19,4,pzz,465,2310967
08-jul-19,3,clz,3210,2310967
21-ago-19,3,qsd,820,3833745
12-dic-19,1,pzz,4608,1111222
20-sep-19,1,qsd,1609,6931035
13-ago-19,2,clz,1229,1111222
16-feb-19,2,brr,4415,2310967
08-abr-19,1,pzz,5108,4245367
09-jun-19,2,qsd,1476,6332756
08-oct-19,4,qsd,680,5942572
27-abr-19,2,qsd,3129,9922377
01-mar-20,4,pzz,5449,9611338
20-feb-20,1,brr,1953,9611338
25-feb-20,1,brr,3609,2630867
22-ago-19,4,brr,3880,1111222
18-feb-19,1,clz,5984,2630867
23-abr-19,4,brr,4029,4245367
21-ago-19,2,qsd,3360,2630867
11-oct-19,2,clz,2794,2520477
24-feb-20,1,qsd,4517,2520477
27-ago-19,4,pzz,2447,6931035
08-oct-19,1,clz,3919,2630867
11-mar-19,3,qsd,1763,6931035
18-abr-19,3,clz,4472,9611338
08-abr-19,3,qsd,2348,1111222
08-ene-20,4,brr,4182,9922377
14-feb-19,4,qsd,5792,1111222
22-jul-19,4,clz,1709,2630867
07-nov-19,2,pzz,793,6332756
27-mar-19,1,qsd,4667,6931035
04-feb-20,2,qsd,1187,2630867
22-sep-19,4,qsd,2272,4245367
18-abr-19,3,qsd,4201,9611338
04-mar-19,2,qsd,5679,3833745
23-abr-19,2,qsd,643,2630867
02-oct-19,2,clz,5906,6332756
19-sep-19,2,qsd,5713,4245367
08-ene-20,2,brr,1358,5942572
20-jun-19,4,pzz,4781,9922377
17-abr-19,1,brr,919,2520477
27-jun-19,3,qsd,1117,6332756
23-oct-19,3,brr,3127,2520477
27-ago-19,1,pzz,5765,9611338
03-may-19,3,clz,4328,6332756
25-ene-20,3,pzz,1212,2310967
12-jul-19,1,brr,3653,9611338
07-mar-20,1,clz,3875,9611338
16-ago-19,1,brr,3024,2310967
20-jun-19,3,pzz,5629,2310967
17-feb-19,4,pzz,5487,5942572
29-may-19,1,pzz,3345,4245367
22-nov-19,3,clz,3530,4245367
03-sep-19,4,qsd,4397,3833745
07-nov-19,4,qsd,3818,2520477
18-ene-20,2,pzz,3718,4245367
19-oct-19,1,pzz,1098,6332756
01-abr-19,3,pzz,2269,6332756
04-feb-20,3,qsd,4359,3833745
10-sep-19,3,brr,2849,2630867
24-oct-19,1,clz,1215,9611338
09-mar-20,4,pzz,3091,9611338
16-abr-19,4,qsd,2243,9922377
13-sep-19,1,clz,2318,6332756
29-ene-20,4,qsd,5086,6931035
02-nov-19,2,clz,1543,2310967
16-dic-19,2,clz,4264,2520477
16-sep-19,3,qsd,1020,4245367
28-mar-19,2,pzz,929,3833745
08-nov-19,4,brr,1241,5942572
05-feb-20,2,qsd,4292,6931035
15-sep-19,2,brr,1020,5942572
19-ene-20,3,brr,4644,2520477
07-sep-19,4,qsd,2761,1111222
14-may-19,2,brr,1158,2310967
05-feb-19,1,qsd,5073,9611338
02-mar-20,2,brr,935,9611338
22-jun-19,2,brr,829,9611338
23-mar-19,4,pzz,5208,9611338
11-mar-19,4,pzz,537,1111222
20-ene-20,4,pzz,4444,6332756
18-ago-19,4,pzz,2953,2630867
19-feb-20,1,pzz,2172,6931035
17-dic-19,2,brr,2227,1111222
16-sep-19,1,brr,3195,2310967
23-may-19,1,clz,2654,2520477
13-may-19,4,qsd,4027,2630867
17-sep-19,2,qsd,2703,2520477
30-oct-19,2,brr,3008,2630867
29-oct-19,4,pzz,4404,2520477
10-oct-19,3,qsd,4333,9611338
04-jun-19,1,pzz,782,1111222
09-nov-19,4,brr,2992,3833745
29-abr-19,3,clz,3312,5942572
29-ene-20,2,pzz,2478,6931035
05-jun-19,2,qsd,2151,5942572
08-oct-19,1,qsd,1382,2520477
13-abr-19,2,brr,2408,1111222
19-abr-19,4,qsd,2389,2630867
31-dic-19,3,qsd,841,1111222
04-dic-19,2,clz,464,5942572
10-jun-19,4,clz,1554,9611338
